
Episode Report #1 -------
EXP_STEP 	 episode	 #step 	 r_episode 	   fps	  T_env	T_agent	  ROUND	 g-fps	AGENT_T	 active	T_actor	   T_mt	 DCNN_EPOCH 	 weight_avg 	 delta_avg 	 L1 	 acc. 	 T_fp 	 T_bp 	 T_sgd 	T_batch	
2399342		   4934 	  590.0	   500.000	  16.8	   15.8	   43.9	   4934	  83.8	2399342	  0.881	   39.9	    0.4	 598585 	 1.50e-001 	 9.51e-005 	 4.128 	 60.2% 	 12.3 	 4.9 	 1.9 	 237.6 	
2399997		   4935 	  655.0	   660.000	  16.7	   15.8	   43.9	   4935	  83.6	2399997	  0.907	   39.8	    0.4	 598749 	 1.50e-001 	 1.00e-004 	 4.249 	 60.6% 	 12.8 	 4.9 	 1.9 	 238.3 	
2400359		   4936 	  362.0	   210.000	  16.5	   14.9	   44.9	   4936	  83.1	2400359	  0.925	   41.1	    0.5	 598839 	 1.50e-001 	 8.67e-005 	 4.273 	 59.9% 	 12.4 	 4.9 	 2.0 	 238.3 	
2401130		   4937 	  771.0	   770.000	  16.8	   16.0	   43.4	   4937	  84.1	2401130	  0.905	   39.5	    0.4	 599032 	 1.50e-001 	 8.84e-005 	 4.386 	 61.0% 	 12.7 	 4.8 	 1.7 	 236.8 	
2401767		   4938 	  637.0	   555.000	  16.6	   15.7	   44.5	   4938	  82.9	2401767	  0.906	   40.9	    0.4	 599191 	 1.50e-001 	 9.96e-005 	 4.330 	 58.9% 	 12.7 	 4.9 	 1.8 	 240.5 	
2402270		   4939 	  503.0	   370.000	  16.8	   16.2	   43.5	   4939	  83.7	2402270	  0.895	   39.9	    0.4	 599317 	 1.50e-001 	 1.13e-004 	 4.342 	 60.8% 	 12.5 	 4.8 	 2.0 	 237.2 	
2402825		   4940 	  555.0	   440.000	  16.8	   15.9	   43.2	   4940	  84.4	2402825	  0.905	   39.8	    0.4	 599456 	 1.50e-001 	 8.44e-005 	 4.264 	 59.9% 	 12.4 	 4.8 	 2.0 	 236.0 	
2403454		   4941 	  629.0	   470.000	  16.8	   15.8	   43.5	   4941	  83.9	2403454	  0.887	   39.6	    0.4	 599613 	 1.50e-001 	 7.95e-005 	 4.258 	 59.8% 	 12.4 	 4.7 	 1.8 	 236.2 	
2404286		   4942 	  832.0	   750.000	  16.7	   14.8	   45.1	   4942	  83.3	2404286	  0.898	   41.4	    0.4	 599821 	 1.50e-001 	 9.79e-005 	 4.426 	 60.0% 	 12.7 	 4.8 	 1.9 	 239.1 	
2404887		   4943 	  601.0	   880.000	  16.5	   16.6	   43.8	   4943	  82.6	2404887	  0.918	   39.6	    0.4	 599971 	 1.50e-001 	 9.69e-005 	 4.164 	 59.6% 	 12.5 	 4.7 	 2.0 	 240.7 	
2405422		   4944 	  535.0	   350.000	  16.6	   14.6	   45.6	   4944	  82.9	2405422	  0.890	   40.9	    0.4	 600105 	 1.50e-001 	 1.04e-004 	 4.342 	 58.4% 	 12.6 	 4.7 	 2.0 	 239.9 	
2405861		   4945 	  439.0	   290.000	  16.9	   14.9	   44.2	   4945	  84.5	2405861	  0.879	   40.6	    0.4	 600215 	 1.50e-001 	 1.04e-004 	 4.073 	 60.5% 	 12.6 	 4.7 	 2.0 	 235.6 	
2406514		   4946 	  653.0	   560.000	  17.0	   14.2	   44.5	   4946	  84.8	2406514	  0.874	   39.8	    0.4	 600378 	 1.50e-001 	 1.15e-004 	 4.460 	 60.9% 	 12.3 	 4.8 	 1.8 	 234.1 	
2407041		   4947 	  527.0	   370.000	  16.8	   15.7	   43.6	   4947	  84.2	2407041	  0.911	   40.0	    0.4	 600510 	 1.50e-001 	 9.85e-005 	 4.450 	 61.1% 	 12.4 	 4.8 	 1.9 	 236.7 	
2407609		   4948 	  568.0	   460.000	  16.7	   14.8	   44.6	   4948	  83.9	2407609	  0.886	   39.8	    0.4	 600652 	 1.50e-001 	 1.04e-004 	 4.266 	 60.5% 	 12.3 	 4.9 	 1.8 	 237.8 	
2408091		   4949 	  482.0	   365.000	  16.4	   16.2	   44.4	   4949	  82.0	2408091	  0.905	   39.6	    0.4	 600772 	 1.50e-001 	 9.10e-005 	 4.289 	 61.0% 	 12.9 	 4.9 	 1.6 	 241.6 	
2408573		   4950 	  482.0	   310.000	  16.9	   14.8	   44.5	   4950	  84.4	2408573	  0.923	   41.0	    0.4	 600893 	 1.50e-001 	 8.11e-005 	 4.224 	 60.3% 	 12.4 	 4.8 	 1.9 	 235.7 	
2409087		   4951 	  514.0	   370.000	  16.7	   15.7	   43.8	   4951	  83.6	2409087	  0.883	   39.2	    0.4	 601021 	 1.50e-001 	 8.78e-005 	 4.168 	 59.6% 	 12.2 	 4.8 	 2.2 	 237.7 	
2409443		   4952 	  356.0	   245.000	  16.8	   14.1	   45.3	   4952	  84.2	2409443	  0.871	   41.0	    0.4	 601110 	 1.50e-001 	 1.24e-004 	 4.418 	 59.9% 	 12.5 	 4.8 	 2.0 	 236.1 	
2410080		   4953 	  637.0	   520.000	  16.6	   16.5	   43.5	   4953	  83.2	2410080	  0.889	   38.9	    0.4	 601269 	 1.50e-001 	 1.16e-004 	 4.439 	 60.7% 	 12.5 	 4.8 	 2.0 	 239.3 	
2410545		   4954 	  465.0	   185.000	  16.7	   15.8	   44.1	   4954	  83.4	2410545	  0.910	   40.5	    0.4	 601386 	 1.50e-001 	 1.06e-004 	 4.491 	 59.1% 	 12.5 	 4.8 	 2.2 	 239.1 	
2411223		   4955 	  678.0	   465.000	  16.6	   16.1	   43.7	   4955	  83.1	2411223	  0.881	   39.9	    0.4	 601555 	 1.50e-001 	 9.54e-005 	 4.499 	 60.7% 	 12.5 	 4.9 	 2.0 	 238.7 	
2411582		   4956 	  359.0	   180.000	  16.6	   15.1	   45.3	   4956	  82.7	2411582	  0.905	   40.8	    0.4	 601645 	 1.50e-001 	 9.01e-005 	 4.611 	 59.2% 	 12.4 	 4.9 	 1.7 	 239.2 	
2412350		   4957 	  768.0	   600.000	  16.9	   15.0	   44.0	   4957	  84.7	2412350	  0.895	   39.6	    0.4	 601837 	 1.50e-001 	 9.91e-005 	 4.234 	 60.2% 	 12.3 	 4.8 	 1.9 	 235.1 	
2412888		   4958 	  538.0	   390.000	  16.8	   16.3	   43.1	   4958	  84.0	2412888	  0.900	   39.6	    0.5	 601971 	 1.50e-001 	 1.11e-004 	 4.278 	 60.4% 	 12.4 	 4.9 	 1.9 	 236.9 	
2413502		   4959 	  614.0	   545.000	  16.7	   15.3	   44.8	   4959	  83.3	2413502	  0.920	   41.1	    0.4	 602125 	 1.50e-001 	 8.40e-005 	 4.366 	 59.1% 	 12.6 	 5.0 	 1.9 	 239.4 	
2414062		   4960 	  560.0	   620.000	  16.8	   14.7	   44.5	   4960	  84.2	2414062	  0.898	   40.3	    0.4	 602265 	 1.50e-001 	 9.08e-005 	 4.182 	 60.4% 	 12.3 	 4.8 	 2.1 	 235.9 	
2414801		   4961 	  739.0	   550.000	  16.9	   15.0	   44.0	   4961	  84.6	2414801	  0.909	   39.9	    0.4	 602450 	 1.50e-001 	 9.32e-005 	 4.300 	 59.7% 	 12.4 	 4.9 	 1.9 	 235.7 	
2415249		   4962 	  448.0	   330.000	  16.8	   15.6	   43.7	   4962	  83.6	2415249	  0.902	   39.2	    0.4	 602562 	 1.50e-001 	 9.35e-005 	 4.273 	 58.5% 	 12.3 	 4.8 	 1.8 	 237.6 	
2415670		   4963 	  421.0	   290.000	  16.9	   15.8	   42.8	   4963	  84.7	2415670	  0.876	   39.7	    0.4	 602667 	 1.50e-001 	 9.12e-005 	 4.136 	 60.5% 	 12.4 	 4.9 	 2.0 	 233.8 	
2416158		   4964 	  488.0	   430.000	  16.6	   15.3	   45.0	   4964	  82.8	2416158	  0.893	   40.6	    0.4	 602789 	 1.50e-001 	 9.05e-005 	 4.101 	 59.0% 	 12.6 	 4.9 	 1.9 	 240.3 	
2416720		   4965 	  562.0	   470.000	  16.8	   14.8	   44.5	   4965	  84.2	2416720	  0.886	   40.9	    0.4	 602929 	 1.50e-001 	 1.09e-004 	 4.425 	 60.2% 	 12.4 	 4.8 	 1.8 	 236.5 	
2417321		   4966 	  601.0	   575.000	  16.8	   15.2	   44.3	   4966	  84.0	2417321	  0.895	   39.8	    0.5	 603080 	 1.50e-001 	 1.02e-004 	 4.431 	 60.2% 	 12.4 	 4.9 	 1.7 	 237.2 	
2417842		   4967 	  521.0	   400.000	  16.7	   17.3	   42.4	   4967	  83.3	2417842	  0.902	   39.1	    0.4	 603210 	 1.50e-001 	 9.33e-005 	 4.439 	 59.5% 	 12.6 	 4.9 	 1.8 	 238.6 	
2418493		   4968 	  651.0	   525.000	  16.7	   15.4	   44.4	   4968	  83.5	2418493	  0.926	   40.5	    0.4	 603373 	 1.51e-001 	 8.48e-005 	 4.129 	 60.1% 	 12.6 	 4.9 	 1.8 	 238.0 	
2419069		   4969 	  576.0	   395.000	  16.3	   15.6	   45.5	   4969	  81.6	2419069	  0.898	   41.5	    0.4	 603517 	 1.51e-001 	 1.02e-004 	 4.455 	 60.1% 	 12.5 	 5.0 	 1.9 	 244.3 	
2419800		   4970 	  731.0	   515.000	  16.9	   16.5	   42.3	   4970	  84.7	2419800	  0.886	   38.4	    0.4	 603699 	 1.51e-001 	 8.53e-005 	 4.210 	 61.7% 	 12.3 	 4.9 	 1.7 	 235.3 	
2420286		   4971 	  486.0	   415.000	  16.3	   16.6	   44.7	   4971	  81.4	2420286	  0.907	   40.7	    0.4	 603821 	 1.51e-001 	 9.69e-005 	 4.175 	 60.2% 	 12.5 	 4.9 	 2.0 	 244.5 	
2421045		   4972 	  759.0	   600.000	  16.9	   15.2	   43.6	   4972	  84.8	2421045	  0.901	   39.6	    0.4	 604011 	 1.51e-001 	 7.29e-005 	 4.213 	 61.1% 	 12.3 	 5.0 	 1.9 	 235.1 	
2421756		   4973 	  711.0	   465.000	  16.6	   16.3	   43.7	   4973	  83.1	2421756	  0.893	   40.0	    0.4	 604188 	 1.51e-001 	 1.13e-004 	 4.404 	 59.7% 	 12.4 	 5.0 	 2.1 	 239.8 	
2422475		   4974 	  719.0	   660.000	  16.8	   15.7	   44.0	   4974	  83.8	2422475	  0.887	   39.8	    0.4	 604368 	 1.51e-001 	 9.93e-005 	 4.205 	 59.4% 	 12.4 	 5.0 	 2.0 	 238.4 	
2423170		   4975 	  695.0	   455.000	  16.4	   15.6	   45.2	   4975	  81.9	2423170	  0.898	   40.6	    0.4	 604542 	 1.51e-001 	 9.12e-005 	 4.396 	 58.9% 	 12.4 	 5.0 	 2.1 	 242.4 	
2423708		   4976 	  538.0	   380.000	  16.6	   15.0	   44.9	   4976	  83.4	2423708	  0.911	   40.8	    0.4	 604676 	 1.51e-001 	 8.72e-005 	 3.981 	 60.9% 	 12.2 	 5.0 	 1.8 	 238.9 	
2424221		   4977 	  513.0	   380.000	  16.7	   14.4	   45.5	   4977	  83.4	2424221	  0.889	   40.9	    0.4	 604805 	 1.51e-001 	 9.64e-005 	 4.304 	 59.8% 	 12.5 	 4.9 	 1.8 	 238.3 	
2424726		   4978 	  505.0	   380.000	  16.8	   14.8	   44.5	   4978	  84.1	2424726	  0.897	   40.8	    0.4	 604931 	 1.51e-001 	 1.08e-004 	 4.413 	 59.6% 	 12.3 	 4.9 	 1.7 	 236.2 	
2425249		   4979 	  523.0	   355.000	  17.0	   14.3	   44.5	   4979	  84.9	2425249	  0.895	   40.5	    0.4	 605062 	 1.51e-001 	 7.91e-005 	 4.245 	 60.7% 	 12.2 	 4.8 	 1.9 	 235.1 	
2425874		   4980 	  625.0	   510.000	  16.7	   14.5	   45.3	   4980	  83.2	2425874	  0.912	   41.1	    0.4	 605218 	 1.51e-001 	 9.35e-005 	 4.135 	 59.5% 	 12.4 	 4.9 	 1.9 	 238.5 	
2426484		   4981 	  610.0	   450.000	  16.7	   15.7	   43.8	   4981	  83.9	2426484	  0.903	   40.0	    0.4	 605370 	 1.51e-001 	 9.78e-005 	 4.321 	 60.4% 	 12.3 	 4.9 	 1.7 	 237.8 	
2427011		   4982 	  527.0	   380.000	  16.5	   15.3	   45.2	   4982	  82.6	2427011	  0.884	   41.3	    0.4	 605502 	 1.51e-001 	 1.05e-004 	 4.214 	 60.5% 	 12.7 	 5.0 	 1.8 	 241.1 	
2427467		   4983 	  456.0	   490.000	  16.8	   14.4	   45.0	   4983	  84.0	2427467	  0.914	   40.5	    0.4	 605616 	 1.51e-001 	 9.57e-005 	 4.068 	 59.9% 	 12.4 	 4.9 	 1.8 	 236.5 	
2428231		   4984 	  764.0	   665.000	  16.9	   14.8	   44.4	   4984	  84.5	2428231	  0.906	   40.9	    0.4	 605807 	 1.51e-001 	 7.41e-005 	 4.225 	 60.7% 	 12.5 	 5.0 	 2.0 	 235.5 	
2428596		   4985 	  365.0	   320.000	  16.9	   15.4	   43.7	   4985	  84.5	2428596	  0.912	   40.7	    0.4	 605898 	 1.51e-001 	 9.67e-005 	 4.026 	 58.8% 	 12.5 	 4.9 	 1.8 	 235.1 	
2429120		   4986 	  524.0	   430.000	  16.6	   15.3	   45.0	   4986	  82.9	2429120	  0.897	   41.2	    0.4	 606029 	 1.51e-001 	 9.39e-005 	 4.200 	 59.5% 	 12.5 	 4.9 	 2.1 	 240.6 	
2429657		   4987 	  537.0	   390.000	  16.8	   15.6	   44.3	   4987	  83.5	2429657	  0.912	   41.0	    0.4	 606164 	 1.51e-001 	 1.01e-004 	 4.133 	 60.1% 	 12.5 	 4.9 	 1.8 	 238.4 	
2430384		   4988 	  727.0	   660.000	  16.6	   14.0	   45.8	   4988	  83.4	2430384	  0.919	   41.5	    0.4	 606345 	 1.51e-001 	 9.37e-005 	 4.273 	 59.9% 	 12.4 	 4.8 	 1.9 	 238.8 	
2430911		   4989 	  527.0	   570.000	  16.7	   15.6	   44.4	   4989	  83.3	2430911	  0.901	   40.5	    0.5	 606477 	 1.51e-001 	 9.75e-005 	 4.198 	 59.7% 	 12.4 	 4.8 	 1.8 	 239.0 	
2431478		   4990 	  567.0	   330.000	  16.6	   15.7	   44.6	   4990	  83.0	2431478	  0.899	   40.7	    0.5	 606619 	 1.51e-001 	 8.74e-005 	 4.260 	 59.3% 	 12.2 	 4.7 	 2.0 	 239.8 	
2432024		   4991 	  546.0	   500.000	  17.0	   14.5	   44.1	   4991	  85.2	2432024	  0.907	   40.2	    0.4	 606755 	 1.51e-001 	 8.89e-005 	 4.043 	 59.3% 	 12.3 	 4.8 	 2.0 	 233.9 	
2432560		   4992 	  536.0	   540.000	  17.3	   14.3	   43.5	   4992	  86.4	2432560	  0.884	   39.9	    0.5	 606889 	 1.51e-001 	 8.99e-005 	 4.113 	 59.6% 	 12.3 	 4.7 	 1.8 	 230.7 	
2433147		   4993 	  587.0	   355.000	  16.7	   15.9	   43.8	   4993	  83.6	2433147	  0.893	   40.0	    0.5	 607036 	 1.51e-001 	 9.82e-005 	 4.240 	 59.8% 	 12.3 	 4.9 	 1.9 	 238.2 	
2433522		   4994 	  375.0	   215.000	  16.7	   14.9	   45.2	   4994	  83.1	2433522	  0.899	   41.2	    0.4	 607130 	 1.51e-001 	 1.06e-004 	 3.901 	 59.4% 	 12.4 	 4.9 	 2.0 	 238.5 	
2434124		   4995 	  602.0	   470.000	  16.5	   15.5	   45.0	   4995	  82.5	2434124	  0.895	   40.2	    0.5	 607280 	 1.51e-001 	 9.60e-005 	 4.283 	 59.8% 	 12.5 	 4.9 	 1.8 	 241.6 	
2434479		   4996 	  355.0	   185.000	  16.7	   15.7	   43.7	   4996	  84.1	2434479	  0.879	   40.1	    0.5	 607369 	 1.51e-001 	 1.09e-004 	 4.187 	 58.8% 	 12.5 	 4.8 	 1.9 	 236.4 	
2435017		   4997 	  538.0	   330.000	  16.8	   16.8	   42.5	   4997	  84.3	2435017	  0.888	   38.3	    0.5	 607504 	 1.51e-001 	 8.14e-005 	 4.298 	 57.5% 	 12.5 	 4.8 	 1.8 	 236.8 	
2435461		   4998 	  444.0	   380.000	  16.8	   16.2	   43.2	   4998	  83.6	2435461	  0.878	   38.8	    0.4	 607615 	 1.51e-001 	 9.39e-005 	 4.221 	 61.9% 	 12.4 	 4.8 	 1.8 	 237.3 	
2436005		   4999 	  544.0	   345.000	  16.7	   15.4	   44.2	   4999	  83.5	2436005	  0.899	   39.7	    0.5	 607751 	 1.51e-001 	 9.58e-005 	 4.374 	 59.6% 	 12.5 	 4.8 	 1.8 	 238.4 	
2436662		   5000 	  657.0	   730.000	  16.8	   14.3	   45.1	   5000	  83.8	2436662	  0.886	   41.0	    0.4	 607915 	 1.51e-001 	 9.26e-005 	 4.287 	 60.2% 	 12.4 	 4.8 	 1.9 	 237.2 	
2437047		   5001 	  385.0	   230.000	  16.4	   14.6	   46.0	   5001	  82.2	2437047	  0.909	   41.8	    0.4	 608011 	 1.51e-001 	 1.13e-004 	 4.379 	 59.6% 	 12.7 	 4.8 	 1.9 	 241.9 	
2437635		   5002 	  588.0	   465.000	  16.8	   15.0	   44.4	   5002	  84.0	2437635	  0.912	   41.0	    0.4	 608158 	 1.51e-001 	 9.18e-005 	 4.394 	 58.5% 	 12.3 	 4.8 	 1.9 	 236.4 	
2438237		   5003 	  602.0	   395.000	  16.9	   14.9	   44.4	   5003	  84.2	2438237	  0.909	   41.2	    0.4	 608309 	 1.51e-001 	 9.13e-005 	 4.301 	 58.9% 	 12.5 	 4.8 	 1.8 	 236.2 	
2438775		   5004 	  538.0	   390.000	  16.8	   14.8	   44.4	   5004	  84.0	2438775	  0.894	   40.6	    0.4	 608443 	 1.51e-001 	 1.09e-004 	 4.144 	 59.7% 	 12.3 	 4.8 	 1.8 	 236.5 	
2439265		   5005 	  490.0	   580.000	  16.8	   14.2	   45.1	   5005	  84.2	2439265	  0.918	   41.8	    0.4	 608566 	 1.51e-001 	 8.41e-005 	 4.181 	 59.8% 	 12.4 	 4.8 	 2.0 	 236.7 	
2439912		   5006 	  647.0	   530.000	  16.8	   15.4	   43.7	   5006	  84.2	2439912	  0.903	   39.6	    0.4	 608727 	 1.51e-001 	 1.08e-004 	 4.306 	 58.8% 	 12.2 	 4.8 	 2.0 	 236.5 	
2440488		   5007 	  576.0	   370.000	  17.0	   15.3	   43.4	   5007	  85.2	2440488	  0.915	   39.3	    0.4	 608871 	 1.51e-001 	 9.98e-005 	 4.172 	 59.6% 	 12.4 	 4.9 	 1.7 	 234.2 	
2441059		   5008 	  571.0	   360.000	  17.0	   14.4	   44.4	   5008	  84.9	2441059	  0.912	   40.1	    0.5	 609014 	 1.51e-001 	 8.81e-005 	 4.128 	 60.8% 	 12.2 	 4.8 	 1.9 	 234.5 	
2441828		   5009 	  769.0	   575.000	  17.0	   14.8	   43.9	   5009	  85.1	2441828	  0.896	   39.9	    0.5	 609206 	 1.51e-001 	 8.62e-005 	 4.124 	 60.0% 	 12.6 	 4.7 	 1.9 	 234.3 	
2442377		   5010 	  549.0	   345.000	  17.0	   15.2	   43.7	   5010	  84.8	2442377	  0.876	   40.1	    0.4	 609344 	 1.51e-001 	 9.68e-005 	 4.177 	 58.3% 	 12.4 	 4.7 	 1.8 	 234.9 	
2443052		   5011 	  675.0	   555.000	  16.7	   14.3	   45.3	   5011	  83.5	2443052	  0.899	   41.1	    0.4	 609512 	 1.51e-001 	 8.26e-005 	 4.304 	 59.3% 	 12.4 	 4.8 	 1.8 	 238.2 	
2443741		   5012 	  689.0	   575.000	  16.7	   15.4	   44.4	   5012	  83.6	2443741	  0.907	   40.1	    0.4	 609685 	 1.51e-001 	 9.21e-005 	 4.201 	 58.4% 	 12.4 	 4.8 	 2.0 	 238.7 	
2444345		   5013 	  604.0	   515.000	  16.8	   15.6	   43.7	   5013	  83.9	2444345	  0.902	   39.6	    0.4	 609836 	 1.51e-001 	 1.03e-004 	 4.344 	 58.9% 	 12.2 	 4.7 	 1.9 	 237.2 	
2444978		   5014 	  633.0	   435.000	  17.0	   15.0	   43.6	   5014	  84.8	2444978	  0.893	   40.1	    0.4	 609994 	 1.51e-001 	 8.99e-005 	 4.385 	 60.0% 	 12.4 	 4.7 	 1.7 	 233.9 	
2445344		   5015 	  366.0	   270.000	  16.5	   15.9	   44.3	   5015	  82.8	2445344	  0.918	   40.1	    0.5	 610085 	 1.51e-001 	 9.07e-005 	 4.111 	 60.3% 	 12.3 	 4.8 	 1.9 	 240.1 	
2445923		   5016 	  579.0	   470.000	  16.7	   16.7	   43.2	   5016	  83.3	2445923	  0.902	   39.2	    0.4	 610230 	 1.51e-001 	 9.74e-005 	 4.068 	 59.6% 	 12.5 	 4.9 	 2.1 	 239.7 	
2446444		   5017 	  521.0	   365.000	  16.7	   16.9	   42.7	   5017	  83.7	2446444	  0.906	   38.7	    0.4	 610360 	 1.51e-001 	 9.25e-005 	 4.146 	 61.3% 	 12.5 	 4.8 	 2.0 	 237.7 	
2447061		   5018 	  617.0	   670.000	  16.9	   14.3	   45.1	   5018	  84.2	2447061	  0.896	   40.5	    0.4	 610515 	 1.51e-001 	 9.52e-005 	 4.332 	 60.3% 	 12.3 	 4.8 	 1.7 	 236.6 	
2447673		   5019 	  612.0	   390.000	  16.9	   15.2	   43.6	   5019	  84.6	2447673	  0.887	   39.8	    0.4	 610668 	 1.51e-001 	 9.80e-005 	 4.424 	 60.4% 	 12.4 	 4.9 	 1.8 	 235.2 	
2448353		   5020 	  680.0	   785.000	  16.9	   15.2	   43.5	   5020	  84.6	2448353	  0.907	   39.2	    0.4	 610838 	 1.51e-001 	 9.02e-005 	 4.296 	 60.2% 	 12.4 	 4.8 	 1.9 	 235.0 	
2448850		   5021 	  497.0	   360.000	  17.1	   13.8	   44.5	   5021	  85.4	2448850	  0.911	   40.4	    0.4	 610962 	 1.51e-001 	 9.73e-005 	 4.207 	 60.9% 	 12.3 	 4.8 	 1.8 	 232.8 	
2449319		   5022 	  469.0	   395.000	  16.7	   16.0	   43.6	   5022	  83.6	2449319	  0.900	   39.9	    0.5	 611079 	 1.51e-001 	 9.34e-005 	 4.488 	 58.8% 	 12.6 	 4.8 	 1.9 	 238.2 	
2450007		   5023 	  688.0	   585.000	  17.0	   15.6	   43.4	   5023	  84.8	2450007	  0.897	   40.1	    0.4	 611251 	 1.51e-001 	 9.32e-005 	 4.249 	 59.3% 	 12.5 	 4.8 	 1.7 	 234.6 	
2450583		   5024 	  576.0	   285.000	  17.0	   14.4	   44.4	   5024	  85.0	2450583	  0.887	   39.8	    0.4	 611395 	 1.51e-001 	 9.64e-005 	 4.040 	 59.9% 	 12.3 	 4.8 	 1.6 	 234.5 	
2451197		   5025 	  614.0	   495.000	  16.8	   14.1	   45.6	   5025	  83.7	2451197	  0.894	   41.2	    0.4	 611549 	 1.52e-001 	 1.09e-004 	 4.147 	 59.6% 	 12.4 	 5.0 	 1.8 	 237.8 	
2451926		   5026 	  729.0	   720.000	  16.5	   16.7	   43.9	   5026	  82.2	2451926	  0.914	   39.9	    0.4	 611731 	 1.52e-001 	 9.94e-005 	 4.354 	 59.7% 	 12.6 	 4.9 	 2.1 	 242.3 	
2452553		   5027 	  627.0	   500.000	  16.6	   15.7	   44.3	   5027	  83.3	2452553	  0.909	   40.6	    0.4	 611888 	 1.52e-001 	 8.71e-005 	 4.404 	 58.7% 	 12.5 	 5.0 	 2.1 	 239.8 	
2453200		   5028 	  647.0	   575.000	  16.6	   15.7	   44.3	   5028	  83.0	2453200	  0.910	   39.9	    0.4	 612049 	 1.52e-001 	 9.34e-005 	 4.204 	 59.6% 	 12.7 	 5.0 	 2.0 	 239.8 	
2453608		   5029 	  408.0	   280.000	  17.1	   14.8	   43.4	   5029	  85.8	2453608	  0.907	   40.0	    0.5	 612151 	 1.52e-001 	 1.05e-004 	 4.366 	 60.3% 	 12.1 	 4.9 	 2.0 	 232.5 	
2454061		   5030 	  453.0	   310.000	  16.9	   15.2	   44.2	   5030	  84.1	2454061	  0.892	   40.2	    0.5	 612265 	 1.52e-001 	 1.04e-004 	 4.270 	 59.2% 	 12.5 	 4.9 	 1.9 	 236.3 	
2454637		   5031 	  576.0	   450.000	  16.7	   15.6	   44.1	   5031	  83.4	2454637	  0.868	   39.3	    0.4	 612409 	 1.52e-001 	 9.11e-005 	 4.273 	 59.3% 	 12.4 	 5.0 	 1.8 	 238.7 	
2455116		   5032 	  479.0	   410.000	  16.5	   15.0	   45.0	   5032	  83.0	2455116	  0.896	   41.5	    0.4	 612528 	 1.52e-001 	 9.85e-005 	 4.537 	 59.9% 	 12.2 	 5.0 	 2.0 	 240.3 	
2455714		   5033 	  598.0	   455.000	  17.0	   16.0	   42.9	   5033	  84.7	2455714	  0.921	   39.2	    0.5	 612678 	 1.52e-001 	 1.07e-004 	 4.289 	 59.6% 	 12.0 	 4.8 	 1.8 	 235.0 	
2456115		   5034 	  401.0	   210.000	  17.3	   13.2	   44.3	   5034	  86.7	2456115	  0.915	   39.6	    0.5	 612778 	 1.52e-001 	 8.65e-005 	 4.193 	 59.2% 	 12.1 	 4.8 	 1.8 	 229.2 	
2456644		   5035 	  529.0	   405.000	  16.9	   16.0	   43.0	   5035	  84.7	2456644	  0.892	   39.6	    0.4	 612910 	 1.52e-001 	 9.70e-005 	 4.098 	 60.1% 	 12.4 	 4.9 	 1.8 	 235.0 	
2457162		   5036 	  518.0	   295.000	  16.8	   16.2	   43.5	   5036	  83.7	2457162	  0.884	   39.2	    0.5	 613040 	 1.52e-001 	 9.42e-005 	 4.223 	 59.1% 	 12.2 	 5.0 	 1.8 	 237.5 	
2457630		   5037 	  468.0	   340.000	  16.6	   15.6	   44.6	   5037	  82.9	2457630	  0.900	   41.1	    0.4	 613157 	 1.52e-001 	 9.35e-005 	 4.320 	 60.3% 	 12.4 	 4.9 	 1.9 	 239.1 	
2458088		   5038 	  458.0	   275.000	  16.8	   15.2	   44.2	   5038	  84.0	2458088	  0.893	   39.5	    0.4	 613271 	 1.52e-001 	 1.07e-004 	 4.389 	 58.7% 	 12.3 	 4.9 	 1.8 	 237.7 	
2458653		   5039 	  565.0	   400.000	  17.0	   14.0	   44.8	   5039	  85.0	2458653	  0.890	   41.5	    0.6	 613413 	 1.52e-001 	 1.04e-004 	 4.096 	 59.7% 	 12.3 	 5.0 	 1.9 	 234.5 	
2459247		   5040 	  594.0	   515.000	  16.6	   15.9	   43.8	   5040	  83.2	2459247	  0.914	   39.8	    0.4	 613561 	 1.52e-001 	 8.91e-005 	 4.284 	 59.4% 	 12.4 	 5.0 	 1.9 	 238.9 	
2459747		   5041 	  500.0	   405.000	  16.7	   15.1	   44.7	   5041	  83.4	2459747	  0.904	   41.2	    0.4	 613686 	 1.52e-001 	 9.96e-005 	 4.195 	 60.1% 	 12.5 	 4.8 	 1.8 	 238.2 	
2460433		   5042 	  686.0	   470.000	  16.9	   14.7	   44.6	   5042	  84.3	2460433	  0.894	   41.1	    0.4	 613858 	 1.52e-001 	 7.53e-005 	 4.178 	 60.8% 	 12.4 	 4.9 	 2.0 	 236.3 	
2461171		   5043 	  738.0	   545.000	  17.1	   14.0	   44.5	   5043	  85.2	2461171	  0.886	   40.7	    0.4	 614042 	 1.52e-001 	 9.18e-005 	 4.124 	 60.2% 	 12.2 	 4.9 	 1.7 	 233.6 	
2462079		   5044 	  908.0	   760.000	  17.0	   14.5	   44.1	   5044	  85.3	2462079	  0.902	   40.4	    0.4	 614269 	 1.52e-001 	 9.99e-005 	 4.328 	 58.9% 	 12.2 	 4.9 	 1.7 	 233.8 	
2462875		   5045 	  796.0	   770.000	  17.0	   14.7	   44.0	   5045	  85.1	2462875	  0.897	   40.2	    0.4	 614468 	 1.52e-001 	 9.12e-005 	 4.218 	 60.2% 	 12.4 	 4.9 	 1.7 	 234.1 	
